"","Movie_Name","Reviewer_Name","Content_Review","Date","User_Rating","Reviews"
"99","Joker","bugger-17071"," Outstandingly good
","17 December 2022","
            10/10
            ","It is beyond crazy how good this movie was. The character development was so very well-done, Puss experiencing fear for the first time, and his fear of mortality was so palpable, well, reasoned and relatable.Death's characterizations was on point, his motivation made complete sense, and he was really horrifying, I totally understood why Puss was so afraid of him.The side characters were all likeable. The dog was a delight, and the bear family's arc was genuinely touching with several emotional moments.They also landed the ending, and the final shot not only gave me major Pirates Of The Carribbean vibes, it also gave me so much hope for what's to come. I would be happy if they made another installment."
"100","Joker","rgkarim"," A Wish Can Come True! Solid Start To DreamWorks Redemption
","22 December 2022","
            8/10
            ","LIKES:Pacing
-Very good for kids and adults with short attention spans
-Jumps in and establishes the world quickly so that the adventure can start right off and get us into the goods.-Surprisingly, still establishes story and does a great job of giving the character's the development they need, well mostly
-Is an adventurous pace that really strings along and has excitement, establishing the edge.-Fun overall and jams a lot in a short amount of time.Adorable Characters/Feel
-New characters are adorable, these iconic groups expanded to the next model characters we all want
-Fantastic use of design and voice acting to help further establish gimmicks that kids will be quoting for years to come.-The feel of the movie is indeed adorable, and as the character's continue to evolve that adorable feel comes out even more and wraps so many things up in the nice bow.-Has that element of Shrek that is touching and full of that charm that adds the adorable nature.The Animation
-It's gorgeous at times and still runs smooth, with that attention to anatomy DreamWorks does so well.-The design still mimics the blend of real and fairytale, blending the best of both worlds that we have fallen in love with this series.-The world building is very fun, again familiar trends and architecture, but the spin of things shows the creativity that they can always do that I certainly enjoy with their adult twists to the nursery rhymes.-And it tries new things with the style that sort of work.-Overall , still top notch and better in some aspects than Disney for the blend of real and cartoons.The Voice Acting:
-Many characters are brought to life by the voice more than the animation, as the personalities ooze out of the characters.-Mulaney is hilarious and makes the lines come out with that SNL like delivery that is snarky, well-timed, and enunciated. He own the Horner character and brought some of the best lines.-Wagner Moura is so bone-chilling in his role as the Big-Bad Wolf, and he really is a prime choice for a bad guy to really get that sinister side going.-Though consistency does not make sense, the three bears are charming in their own sense the farther you get in.-Pugh is okay, not my favorite role as Goldi, but certainly there is spark there and what she does throw in is very good for the headstrong leader. Note, the accent is a bit forced, but impressed how she makes it work.-Guillen is the dog, and his enunciation and direction with the cute puppy Is charming and the most adorable thing of the movie. It does start out annoying, but he evolves the energy quite well.-Hayek's reprisal is just fine as always, sassy, calm, but emotional when the time comes and balances things out that really help establish the rival aspect of the cat in shoes.-Banderas takes Boots and reprises the comedy and spirit well with the passion of the Spanish stereotype. And yet, he once again adds elements to him and takes the new emotions that are presented quite well, establishing the growth of the character with the visuals.The References/Jokes
-The stories people remember are back and starting to really become known and connect to the humor of Shrek.-It's dark, twisted, and very well timed at many parts, somehow being relevant, but still fun as it moves with the stories.-The fact the humor is part of the character and not so extremely forced for the most part, again fantastic strategy.-It feels like the first two Shrek's and is a part of it rather than the whole thing. Again, refreshing that they were able to step back.The Designs Changes To An Extent
-Creative and references to several styles that are cool to see.-Like Into the Spiderverse? Good, because it feels partly like that when they issue this style, helping to emphasize the manner of storytelling that Puss does.-Not overused, which is very good for me.The Action At Times
-Shrek is never an action film, but there is a charm and element to it that makes it fun to watch.-This movie does have those moments, having the comedic fun to make things goofy, but also has some circumstances that mix things up and make it fun.-The ending fight shows the potential of what DreamWorks can do when you put the focus and time in, making for one of the better fight scenes I've seen this year.The Heart
-Lots of good character moments that really teach you the lessons of the movie.-The movie is a relevant look at the aspects of life and the things we mortals dream of.-There are lessons in every character, good or bad, that somehow mix very well and sink in because of the natural feel of the story. That's hard to do in many things.-I love the cuteness and how that somehow softens the heart to help things sink in and connect with them and that helps again sell the feel of the movie.-Have not felt this way since Shrek 2.DISLIKES:The Darkness
-It's a necessary element of the story, but at times goes a tad too dark that you may not want young ones exposed to.-Caution with kids, as there is plenty of nightmare fuel for them to see and you need to be cautious.-Might be a tad too sinister at times, and though humorous, again caution with who you might take to see this film, as the lessons might be a bit foreboding and depressing.Predictable
-The lines of the dialog are too laden with foreshadowing to not guess the ending.-The movie's trailers ruined a lot of things and if you remember that can lead to knowing what's coming, which this movie did a little too much and thus ruined the surprise element.-Kind of hard not to guess this from so many other elements to know how this movie is going to end, but if you can turn your memory and clues off, it doesn't' matter.Too Many Antagonists
-One of my biggest complaints is too many antagonists and not enough time to explore them all
-They do tie things up enough that everyone is worth it, but it just doesn't sell them perfectly when you have three sets of baddies and try to make them vie for superiority.-Need one less antagonist that might have made for better cat and mouse games, action, and overall plot development that could have made this an even better movie.-Several character just seem extra and again, did not need all of them in this one movie given the way it ends.The Comedy Is Still Tapered
-It's starting to go back to Shrek, but it's not quite there yet for me.-Still a little tapered to the know and kiddy, alongside the fact that it gets lost in banter and running jokes that things sort of peter out.-Where was the witty retorts and the euphemisms that made Shrek, Shrek.-They took better steps toward the movie though, and there is foundation to build from in the future should more be made.The Animation Changes At Times
-The animation changes are almost always during the fight scenes, and though tapered in amount rob the movie of something.-The comic book feel is cool, but why could we not have more fluid finishes and make it feel like the Spiderman movie style to make the gamble fully worth the experimentation with?-Just felt like add on and would have liked to stay in the lanes or again maximize the use of this style.The Action Still Not Complete
--Shrek and Shrek 2 have the action scenes for this series that are my most enjoyable moments.-This movie has those elements that again brush the quality, but they just don't have the same chemistry and choreography to match that level.-The stakes are starting to return, but fizzle out or are sort of just dragged than elevated.-They sometimes go too silly and return to the level of movies three and four, that are enjoyable, but still not balanced or worth the fight.-Often was shorter than I wanted it to be and the fights just didn't connect as well or utilize all the tools that again the predecessors did. Chaotic and haphazard use is funny, but chaos does lead to sloppy action scenes.The VERDICT
I must say, Puss In Boots: The Last Wish was a much better film than when I walked in. Perhaps it's due to my negative mindset going in, but the movie really does start stepping back to the Shrek roots that pulled me into the series in the first place. Animation is solid and a bit diverse, with acting and direction to help pull the feelings into the character development occurring. It evolves the cat's tale and puts the engaging atmosphere in, with plenty of adorable and heartfelt characters to play in. And it has great voice acting that delivers solid comedy at times and makes for the wild ride that they were making and it does work. This film is indeed a solid return to the world and I had a lot of fun in theater appreciating all the design elements this movie holds. However, the movie is on the right track but has not quite reached the goal and there are still elements that need to continue to rework to get the full magic. Balance is the key really, as the darkness is a little much and the predictability offsetting some of the balance I was looking for. The movie has too many bad guys trying to balance between things that are complete, but not fully realized with Puss In Boots' story and one less might have been a good direction for me personally. And the action and comedy are again hinting at how good things can be, but again is not hitting it out of the park for me and still can return to the quality of the Shrek that we saw in the first two movies. Still, I do recommend giving this movie a shot, but be warned about the darkness to watch out for and be cautious with the kiddos who are sensitive to these things."
"101","Joker","benjaminskylerhill"," Yeah, it's that good.
","22 December 2022","
            10/10
            ","I did not expect the sequel to a decent spin-off Dreamworks film from over a decade ago to be one of the most poignant, introspective, genuinely hilarious, and heartwarming films of the year. But here we are.After an overly cheesy, somewhat clunky opening sequence, The Last Wish very quickly begins developing its zany assortment of characters into distinct quirky personalities with sympathetic desires and clear goals. The film juggles several character arcs and it's almost miraculous how it successfully handled all of them with proper set up and satisfying, emotionally weighty payoffs.The screenplay is wacky, witty, and also bursting with heart as it deals with weighty themes of trusting others and finding purpose in any circumstances. And it tackles these themes in ways that are always understandable to all ages but never insultingly oversimplified.What I also didn't expect was that the action sequences would be so well-choreographed and beautifully animated, and that the movie would often be terrifying and violent at times.I adored this film. I think it's Dreamworks' best film since Megamind and it's easily the best true family film of the year."
"102","Joker","GusherPop"," Darker, Better and Brings my childhood back
","22 December 2022","
            10/10
            ","""Puss in Boots: The Last Wish"" is as spry and light on its feet as its titular feline. The inherently alluring paradox of the swashbuckling kitty from the ""Shrek"" universe remains firmly in place 11 years after his first solo feature. He's a dashing adventurer, a charmer with the ladies, feared and renowned throughout the land -- but he's also unbearably adorable as he laps up milk from a shot glass with his pinky, sandpapery tongue. As always, the charismatic and sensitive Antonio Banderas finds just the right tone in exploring this furry animated figure's suave and silly sides. ""The Last Wish"" expands the roster of ridiculously talented supporting players from the Oscar-nominated 2011 original ""Puss in Boots."" Joining Banderas and his longtime friend and co-star Salma Hayek Pinault are Florence Pugh, Olivia Colman, Ray Winstone, Da'Vine Joy Randolph, and John Mulaney, among many others. They bring a surprising amount of substance to what might have been a purely playful endeavor. But of course, the fast-paced humor and elaborate visuals are the main draws of director Joel Crawford and co-director Januel Mercado's film. The film's aesthetics may rely too heavily on anime influences, especially during the action sequences, but the vibrant colors and rich textures are a delight. From the moss growing on a fearsome forest giant to the shiny silkiness of Puss' whiskers blowing in the wind, ""The Last Wish"" offers a variety of eye-popping details. And it frequently features dramatic shadows and subtle dissolves to transition from past to present or one scene to the next. But the film also manages to convey messages of selflessness and teamwork in a way that doesn't feel heavy-handed or cloying. And the stellar voice performances and dazzling visuals keep things so engaging you won't need a laser pointer or a catnip-stuffed mouse toy to entertain you."
"103","Joker","MissSimonetta"," I was actually moved by the existential crisis of this cartoon cat
","11 February 2023","
            8/10
            ","CS Lewis once said a children's story that only appeals to children is not a good children's film in the least. I can think of plenty of crummy kids' movies that illustrate the point, but I'd rather bring up a positive example-- PUSS IN BOOTS: THE LAST WISH.I cannot believe I am saying this about a Shrek spinoff, but this movie really is that good. It works on so many levels: as a high-speed comedy, all the jokes land, but as a story about mortality and the meaning of life, this film is oddly compelling and mature. The plot literally involves Puss running from the personification of death, hoping to cling to his life. In between the funny scenes, I was actually moved by the existential crisis of this cartoon cat. That's no small feat.This is truly a movie kids and adults can cherish."
"104","Joker","cardsrock"," Simply outstanding
","16 July 2023","
            9/10
            ","I can't say I expected this from a Puss in Boots sequel 12 years later. The Last Wish is a true standout feature of 2022 and one of the best animated films in some time.The new art style, clearly inspired by Spider-Verse, feels right at home in this world. I love how it blended the typical CGI look with the new, more hand-drawn style. That combined with some top notch humor and an incredibly emotional story makes this a terrific watch. The film is very singularly focused on Puss's arc, leading to some very satisfying story beats. I had a wonderful time watching this movie and I can't recommend it enough."
"105","Joker","bbevis-47954"," Aged like fine wine.
","23 December 2022","
            9/10
            ","Puss and Boots the last wish is a fantastic sequel and inarguably better than the charming first outing. The animation is brilliant, characters are charming, pacing is tight, very funny and the action is excellent. Not to mention there is a ton of heart. If I were to nitpick I think one of the antagonists trumps the other. One is played for more comedic purposes while the other is an Intimidating physical presence for boots to contend with. The Last Wish has something for everyone and it's probably one of the better animated movies I've seen in sometime. I really don't want to get into the story to avoid spoilers because the movie was a lot of fun, and it's best to go into it fresh. If anyone is considering taking their family to see the Last Wish like I did then The Last Wish is an easy recommendation. 100% worth the money. Two thumbs up for team friendship."
"106","Joker","ericstevenson"," My pick for Best Picture 2022
","26 December 2022","
            10/10
            ","The last ""Puss In Boots"" movie was made 11 years ago, as well as the last film the ""Shrek"" franchise, so surely they couldn't make something really great again, right? The story is pretty standard, as Puss In Boots is down to his last life and tries to get a wish on a magic star. It seriously has some of the best action I've seen in a long time. I don't even think this film qualifies as a comedy. It really is more like a straightforward action flick. Even its first five minutes are nothing but nonstop action from Frame 1 to Frame...whatever.This film does not take place before the Shrek films. We get to see some brief flashbacks with Shrek himself, albeit only for a few seconds. The villains are Big Jack Horner, Goldilocks and the Three Bears, and a wolf. I believe a poster called this character the Big Bad Wolf, but he isn't that, even if he's technically based on him (he's actually DEATH). Every one of these villains are unique with their own motivations. Every minute makes me eager to find out what happens next.So...who does get the wish in the end? Nobody! Everyone (except Big Jack Horner) realizes they had what they wanted after awhile. It even begins with another sequel hook with Puss In Boots going back to Far Far Away Land. Another Shrek/Puss In Boots movie? If it has such amazing cel shading animation with the best CGI of all, it deserves as many films as possible! ****"
"107","Joker","3xHCCH"," A Darker DreamWorks
","8 December 2022","
            8/10
            ","Puss in Boots (Antonio Banderas) becomes a popular folk hero in his country. After his latest conquest of a giant monster, he was killed by a freak accident with a church bell. When he woke up, Puss realized that he already spent eight of his nine lives, and that he only had one more life to live. At first he did not think it was a big deal, but a traumatic encounter with a sinister-looking Wolf (Wagner Moura) made Puss decide to retire from adventures.While living the life of a spoiled lazy lap cat, Puss learned about a Wishing Star from the family of Goldilocks (Florence Pugh) and the Three Bears (Ray Winstone, Olivia Colman and Samson Kayo) who were looking for it. Puss decided to search for the Star himself in order to wish for his nine lives back. Along with Puss on his quest were his old flame Kitty Softpaws (Selma Hayek) and a nameless little orphan therapy dog (Harvey Guillen).This sequel to the first ""Puss in Boots"" solo spin-off movie came out 11 years after the original. There is a very evident difference that can be noted in the style of its animation. On top of the 3D computer-generated images of the characters, there is now an additional 2D artistic style as if they were hand-painted (first seen in ""The Bad Guys""), especially noted most prominently in the character of the Wolf, and even in Puss during their showdown fight scenes.The voice work of the actors really captured the personalities of the characters. Antonio Banderas's voice had the bravado, arrogance and charisma of Puss, whom we've known and loved since he made his first appearance in ""Shrek 2"" (2004). Selma Hayek lends her sexy sassiness to the voice of the skillful thief Kitty Softpaws, who held a grudge against Puss. Florence Pugh's characteristic raspiness was easily recognizable in Goldilocks's voice.Like before, the characters Puss encounters were all fairy tale and nursery rhyme characters. The choice for main antagonist was Jack Horner, the boy who sat in the corner eating his pies, but he was not little here anymore. He was not as famous as others, so some kids may need a review of his rhyme to refamiliarize. There were a trove of Disney character references you'll have fun identifying, from Mary Poppins, Alice in Wonderland and Jiminy Cricket.Very notable in this latest Dreamworks release is the darkness of the plot, which was also reflected in the artwork styles and situations depicted. Only in trickles, but this must be the first time blood was seen in a Dreamworks animated film. The language and humor used was also more mature, even with some assumed expletives bleeped out. As the topic of death played a major part in the story, scenes with the Wolf can be very scary for little kids. 8/10.PS: The new DreamWorks Animation opening logo precedes this film. It was quite nostalgic to see the DreamWorks boy seeing famous DreamWorks characters old an new -- like Toothless, Po, Boss Baby, a Troll, the Bad Guys and of course, Shrek with Fiona and Donkey -- as his crescent moon flew him around in space before settling in its place."
"108","Joker","Genti26"," Not only fun, but heartfelt too.
","13 December 2022","
            8/10
            ","This is genuinely one of my favorite films of the year. I hope it gets real recognition and people don't dismiss it as ""just an animated film"".I've always liked DreamWorks films, with my favorite being How to Train Your Dragon 2, but after rewatching the first Puss in Boots movie, I wasn't expecting much for this sequel, eleven years after. I like the first installment for sure but it's certainly a lot simpler in story than I'd prefer. This one however, has such a rich emotional aspect to it that I truly felt something during it.There were also certain scenes involving a wolf character that were quite creepy. I think kids will have a lot of fun with this movie, but at the core this is a story about family and understanding the value of things and/or people who are in front of you already. And that's a message that every person of any age can get something out of. The voice acting is top-notch and the animation is such a ridiculous step-up from the last time. This is such a cool direction to take this sequel into and I dug it all the way through.There's really not much negative to say other than the ending feels like it should have been slightly more concise, but that's it. I loved it and I'll rewatch it as soon as it releases on VOD."
"109","Joker","siggirules"," Dreamworks best movie besides Shrek and How to Train your Dragon!
","7 December 2022","
            9/10
            ","I did not have many expectations going into this with my daughter, I've seen the main Shrek movies but noon of the other Puss in Boot's spin-offs. I was shocked at how good a movie this was when the credits rolled!The story itself is functional, but all characters are given meaningful and relatable arcs. Between the melanchonic Puss reaching the end of his days as a great hero, his always positive dog sidekick and the 3 antagonistic parties trying to reach the magical macguffin there is a lot going on and none of it feels forced in.The two greatest assets the movie brings is it's humor and the stunning action scenes. First of all, this movie has bite, it is back to the tone of the first Shrek movie with lots of jokes that are working on a children and adult level of understanding. While the story is easy to follow for kids, the themes explored are relatively mature and will keep adults engaged.Secondly, while Disney/Pixar movies lately fail to make action exiting with their polished CGI style, Puss in boots goes full Into the Spiderverse once a fight breaks out. Glorious 12 frames per second, hyper stylized with all the filters and gimmicks necessary to elevate the big set-pieces to something truly special and memorable. Especially Puss's duels against a mysterious bounty hunter are the highlights.While not entirely original, the Puss in Boots: The Last Wish combines the edgy humor of Shrek with the visual wonders of Into the Spiderverse and strings it along a relatively matured heroes journey coming to it's end tale that is closer to Logan than any other animation I can think off. Oh and just in case (not that I personally care much about it) there is zero political agenda to be found here to be a distraction of the perception."
"110","Joker","Avwillfan89"," A return to form indeed.
","21 January 2023","
            8/10
            ","I was not at all interested in watching this film. As most of the animated movies from the major studios, especially from DreamWorks have been extremely dull and very samey. I can't think of a good one that I've seen since How To Train Your Dragon 2.But then I read all of the brilliant reviews and decided to give this one a go. And to my surprise, it was definitely a welcome change.Puss gets an existential crises when Death (AKA the Big Bad Wolf) comes for his last life after Puss has frivolously wasted his 8 other ones. It's interesting how dark it gets in these scenes, with Puss, who has never been afraid of death, gets scared and has a wakeup call. And learns to value life and the lives of others a bit more.Although it doesn't go as far as I thought it would when it came to heavy themes and character development, it certainly reminded me of the good old days of DreamWorks animation. So I absolutely consider this film a step in the right direction for this studio."
"111","Joker","ucladude1"," unexpectedly GOOD for adults and kids
","24 December 2022","
            9/10
            ","FYI, surprisingly, kids understood jokes aimed at adults. Yes, there are spots of the movies where it's hard to know what they understand because ideas aim at us adults. But, I think the kids still understood it enjoyed the deeper parts.Personally, the movie was very fitting. Like Puss, I'm also trying to find out who I am and who I want to be in life. This was our journey.The stories have great connections romantically, between rivals and newcomers. The stories are about bringing all of us together despite what happened in the past. The stories come together about building a better future for ALL OF US. Let go of selfish wants and desires, focus on OTHERS and let's work together for a better future!"
"112","Joker","Entertainmentsparadise"," I got what I wished for; no magic required.
","12 December 2022","
            9/10
            ","Puss in Boots: The Last Wish provides a fun adventure with meaningful lessons and tons of vibrant action. Donde está la Leche?The first 30 minutes of the movie are filled with your typical Puss as he sings, dances, and fights with his ever-so-charismatic yet cocky personality. He is quickly humbled when he finds out he needs to be more careful with his life, and this is where I was instantly hooked.Then enters the big bad wolf, from the wolf's menacing character design, skin trembling voice to the life-threatening fighting style. Wolf was one of the fantastic antagonists. I questioned whether this would be too much for the younger audience because the wolf's scenes struck fear in our beloved Puss. Although, as a viewer, we know nothing serious will happen, I felt this was a strong enough case for the plot.It didn't end there; we are introduced to various fairytale Characters. I am not going to spoil too much.Overall, the movie is fast-paced, has adult humor, and represents a love story, greed, and the beauty of friendship.Verdict: Puss in Boots: The Last Wish is a fun time for the family; I would suggest watching it if you have younger ones. Even if you don't have younger ones and are a fan of the Shrek universe, it's worth the watch. Shoutout to Antonio Banderas and Salma Hayek for there wonderful performances!"
"113","Joker","nicolasroop"," Finally!! A genuinely good animated kids movie!!
","7 December 2022","
            9/10
            ","Seems that these days all the animated kids movies are more or less the same, with very few exceptions in recent years and it's grown tiresome. It's always potty humor and/or a weak storyline that either has adults rolling their eyes or falling asleep. This is one of the exceptions.With pitch perfect voice acting from all parts of the cast, to the way it makes old story concepts feel relatively fresh and funny again, this one is a winner. Best of all was the film doesn't rely on low brow, toilet humor to sell it's laughs. My favorite of which came from a certain play on Jiminy Cricket that I'm sure will have you in stitches.The animation had me a bit underwhelmed which is why I deduct a star, but that is subjective, so I leave that bit up to the viewer to decide for themselves. For me, when the action gets going, it felt glitchy and incomplete, but some people might enjoy that style.Overall, I highly recommend this one when it releases later this month. It's definitely a film that both kids and parents will find entertaining and enjoyable. I know I enjoyed it.4.5 retired heros out of 5."
"114","Joker","xxaxxu"," HOW IS THIS MOVIE THIS GOOD?!!!!
","18 December 2022","
            10/10
            ","I genuinely cannot believe I'm saying this, but this is one of the best movies of the year, so far, it's neck to neck with The Menu for me.Incredible on every front.The animation is incredible. I'm beyond thrilled that Dreamworks decided to ditch the hyper-realistic animation style, and just went for a style that would perfectly represent the emotions and craziness that this movie needed.The characters, EVERY SINGLE ONE, was so fleshed out, and they all felt like they had a purpose being there. We didn't get the usual Shrek style, Grimm fairytale cameos for no reason, on the contrary, they all played an important role in the story, and in the overall message.This movie also had me so emotional, no spoilers, but it's the way the creators handle their characters, with such sincerity and heart.Finally, the action, and the plot itself, it was go go go from the get go, i haven't seen a more well paced film all year, i think that is my favourite part of the dilm (Avatar 2 could take some notes)Overall, it was truly such a blast, so fun, heartfelt, FUNNY, genuine, with a great message at its core."
"115","Joker","Xstal"," No Courage Without Fear...
","7 January 2023","
            8/10
            ","Poor old Puss has used up eight of his nine lives, now he's a shadow of the cat, that used to thrive, he's residing in a home, no more to dance, to fight, to roam, all the things he so enjoyed, he's now deprived. But Goldilocks, and her three bears, need the cat's claws, to get a map, that's clasped in Jack, Horner's big paws, that will lead them to a star, on a journey wide and far, and a wish that gives them everything and more.And thus follows an enchanting adventure of discovery and realisation, of avarice and excess, of friendship and family and love. Great animation, perfectly delivered dialogue and a universal message relatable to all."
"116","Joker","pugpool10"," A shockingly audacious film wrapped inside a seemingly familiar package
","21 December 2022","
            10/10
            ","Alright I know what you're thinking after seeing the score of this review. ""Sequels to spin-offs of beloved franchises are pointless exercises in brand awareness! Why on earth are you giving this one a 10?!?""Because this movie...is DIFFERENT than the others. Different in that it strives to be a funnier, deeper, prettier, bolder, edgier, (surprisingly) scarier and overall more complete experience than the original Puss in Boots film over 11 years ago, and unlike that movie holds a distinct accomplishment in simply being a darn fine animated film that stands on its own, one as good as any I've seen in the past few years.The Shrekiverse is officially back, and judging by what DreamWorks managed to pull off here the world probably isn't ready for whatever comes next. Seriously, this gives the first two films in the franchise alone a run for their money.Looks like The House That Shrek Built is finally back on top again.PS: That cricket with the spot-on Jimmy Stewart voice is one of the funniest things I've seen this year, whoever came up with him deserves a pay raise and a medal and free coffee and recognition from the United Nations."
"117","Joker","exceladeogun"," Excellent!!!
","2 August 2023","
            9/10
            ","Puss In Boots: The Last WishIt's not every time that a franchise can progressively get better, but this new instalment in the Shrek universe proves just that. Aided by stunning visuals, Puss In Boots: The Last Wish takes audiences on a thrilling, heartfelt and contemplative journey. It also blends its dark elements perfectly with its comedy.The plot is poignant. The characters are very distinct, and each one is developed properly. Having antagonists that range from sympathetic to horrifying also helps keep things fun. The voice work of the cast should also be praised. The action sequences are well-choreographed and smooth.One of the best animations from DreamWorks.9-9.5/10."
"118","Joker","gpx_fto"," Wasn't expecting such a good movie
","28 January 2023","
            10/10
            ","I'm a 37 year old male with no kids and I loved this movie. I've never seen any other puss in boots movie (never thought I would either) but the reviews of this movie intrigued me enough to check it out.If you like ""How to train your dragon"" you'll enjoy this too. It's a fun, engaging and enjoyable feel good movie with a great message. Loved all the characters from popular fairy tales being the cast in this film. It was funny, engaging, light and serious enough to make a grown man come here and write this review.Good movie. Never thought I'd watch this as an adult let alone be reviewing it."
"119","Joker","FilmFanatic2023"," A Fun and Visually Appealing Adventure
","22 December 2022","
            8/10
            ","A delightful animated film that offers fast-paced humor, elaborate visuals, and strong voice acting from a talented cast. Antonio Banderas once again brings charm and depth to the titular character, and Harvey Guillen steals the show as the sweet and enthusiastic Perrito. The dynamic between Puss, Perrito, and Kitty Softpaws (voiced by Salma Hayek Pinault) is engaging and adds substance to what could have been a purely playful endeavor. The film's anime-influenced action sequences are visually striking, and the use of dramatic shadows and subtle dissolves helps to smoothly transition between scenes. Overall, ""Puss in Boots: The Last Wish"" is a fun and visually appealing adventure that is sure to entertain audiences of all ages."
"120","Joker","planktonrules"," A CGI film more for the grown-ups than the kids.
","17 March 2023","
            8/10
            ","""Puss in Boots: The Last Wish"" is a most unusual CGI film from Dreamworks. This is because although kids might like it, it's clearly intended for adults. After all, the film has very strong existential elements....things that would be mostly lost on kids.This film starts with the usual self-assured heroism you would expect in a Puss in Boots cartoon. But then something most unusual happens...after defying death again and again, Puss suddenly realizes his own mortality, as he realizes he's used up eight of his nine lives...and soon he will die once and for all! As a result, he's now afraid to be his old dashing self. So, he goes off in search of some magical wish...in the hopes that he can regain his previous lives. But, not surprisingly, along the way he discovers so much more.The animation is lovely and the story quite enjoyable. There really isn't much to complain about with this story...it's well made and hard not to like. It also is amazingly deep and unusual...not the usual vacuous sequel just made to capitalize on the original film's success."
"121","Joker","amenzli"," Haven't seen an animated movie like this in years
","15 December 2022","
            10/10
            ","Wow ! Dreamsworks has always been good with sequels and I think it is safe to say this might be their best sequel to date .Without giving much of the plot there are many new characters and fairy tales introduced here and they actually help elevate the story alongside with being so cute ,loveable and hilarious .Appealing to both kids and adults ,this movie was a treat ,it mixes being a fun continuation to the story without repeating the same tropes of the first movie and also handles heavy topics without feeling grim ,dark or taking itself too seriously.Highly recommended and worth every penny 👌"
"122","Joker","huwbutts"," Puts most recent movies, not just animated movies, to shame.
","16 February 2023","
            10/10
            ","In an age when movie and TV franchises seem to aim just to be divisive and disappointing (I'm looking at you, Disney), I don't think anyone was expecting much from Puss In Boots: The Last Wish - certainly not I.After the first 5 minutes, I knew this was something special.Firstly, the art style is phenomenal - taking ideas from Arkane and Enter The Spiderverse, every frame looks like it could be a painting (which is intentional and very hard to pull off), and the action/cinematography is top fluid but bombastic. The 2D elements make it appear hand-animated at times, which adds to the magical feel, and makes it feel like it belongs with the animated greats of last century.The music is incredible, with tunes that will stick in your head for weeks, and the fight choreography syncing with the beat makes most of the movie feel like a 1.5 hour long trailer (which is obviously a good thing).The dialogue is incredibly written, along with the story as a whole. Not a line is wasted - this is the most efficient storytelling I think I've ever seen. In a 'short' movie, characters are introduced and fleshed out in such a way that they will stick with you, and you can't wait to see them again. The cast do a great job of selling them too. Goldi and the bears come out with brilliant British-isms, and as another reviewer said, the script grapples with very deep themes without taking itself too seriously.And then there's the wolf. This character is why the movie is a solid 10 for me. His style, his voice, his motivation, just his whole deal, is the reason this is now in my top 5 movies of all time (no, I'm serious).At a time when Disney seem set on watering down their movies such that they have no plot, no antagonists, no stakes, no soul - Dreamworks have taken on the mantle.It made me laugh, and it made me well up - even on re-watching. Partly because it has some touching moments, but also because it reminds me of better, simpler days, when people knew right from wrong, when love and romance were valued. You might think I'm overselling it, but Hollywood is where the fight for our values is playing out.There are those that say that Hollywood is done - I know I do. But Dreamworks have provided a glimmer of hope in the most excellent way."
"123","Joker","TheZodiacDozenBooks"," The best movie in the entire SHREK franchise!
","21 December 2022","
            10/10
            ","You heard me! My wife and I just got back from the theater, and absolutely LOVED this movie, even more than any of the Shrek movies and the first Puss in Boots!This movie has SO MUCH to love, from BEAUTIFUL visuals/action to consistent humor that actually had us laughing to engaging characters, both old and new. Such a fun time, and so worth seeing in the theaters, though we'll definitely be picking up a copy once it's out on DVD!Without giving too much away, there are several different antagonists in this movie that scratch all the bad-guy itches, covering the spectrum from totally hateable to horrifying to relatable and sympathetic. A great cast! Also, the magical world they came up with for this movie was awesome, with some really cool/unique features!At first, we were a little worried about the dog character, neither of us being big fans of daffy sidekicks, but we were pleasantly surprised to find ourselves rooting for him! He's hilarious, and that's coming from a cat-lover!Several callbacks to the first Puss in Boots movie made this one feel less like a spin-off than a worthy standalone franchise, and the movie was PACKED with magical references that all ages will be able to recognize and enjoy.Do yourself a favor and free a few hours for this one!! A rare 10 from me!!"
"124","Joker","bugger-17071"," Outstandingly good
","17 December 2022","
            10/10
            ","It is beyond crazy how good this movie was. The character development was so very well-done, Puss experiencing fear for the first time, and his fear of mortality was so palpable, well, reasoned and relatable.Death's characterizations was on point, his motivation made complete sense, and he was really horrifying, I totally understood why Puss was so afraid of him.The side characters were all likeable. The dog was a delight, and the bear family's arc was genuinely touching with several emotional moments.They also landed the ending, and the final shot not only gave me major Pirates Of The Carribbean vibes, it also gave me so much hope for what's to come. I would be happy if they made another installment."
