"","Name","Reviewer","Date","Rating","Content","Review"
"929","puss n boots","snoopystyle",2023-01-15,8," existential crisis of an animated character
","puss in boots (antonio banderas) dies. it turns out that it's his eighth death and he only has one more life. he has an existential crisis and retires from his adventures. he is told about a wishing star and sets off to restore his lives.puss in boots is a fun character in the wider shrek universe. it's over a decade since his first stand-alone movie. ignoring dangers is what make him fun. there is a charming cluelessness to the character. i've never considered the why and how of it all. i certainly didn't consider giving him existential dread as the catalyst for his next movie. this maintains the fun and vibrant energy of puss in boots while giving his character some real depth."
"930","puss n boots","wolfinflannel",2023-10-21,10," restored my faith in animated movies!
","puss and boots: the last wish was a true 'feel good' movie. the plot was well thought out and transitioned flawlessly from the last puss and boots film. what made this different from the previous movie is the mature theme and sentiments that made the film enjoyable and illuminating for all ages. the story progression was smooth and did not make the movie feel too short or too long. the story's theme (life is too short, so we must value what we have) flows through several different angles and characters throughout the story. the theme is not lost during the movie and is carried by the protagonist's emotions and personal growth. the characters in this movie helped express the theme and made the film more enjoyable. puss was the perfect protagonist, and his personal growth in the movie showed the audience that it is never too late for a fresh start, especially given that his character did not transition from the last film to the beginning of this one. kitty and pedrito's contrasting personalities and feelings allow two perspectives to get through to puss and show him what it means to be a family. goldy and the three bears added an extra obstacle for 'team friendship' but highlighted the theme through their growth. death was a great character because he was simply doing his job and was the character that indirectly pushed puss to become a better person and respected him for it. jack horner was an excellent antagonist because he was indeed a villain. instead of a character that was hurt by society or had good intentions deep down, this character was a pure monster. it was refreshing to have a villain that everyone could get behind disliking. the dialogue in this movie was powerful. each sentence helped tell the story, and it did not feel like there were any filler lines. the comic relief was natural, and the emotional conversations were deep. the imagery and background in the film were well articulated and detailed. each setting aligned with the active story and flowed with the transitions. the background music of the story was also fitting; it added an extra layer for the viewer and did not distract them from the story. this movie gave hope for the future of animated movies in america."
"931","puss n boots","thegraydude",2023-01-15,10," the best animated film of the past 5 years
","this film is extremely entertaining, hilarious, but also intriguing and can be genuinely intense. it has some very dark scenes and a surprising amount of violence, which is complimented by a ton of great dark humor (mostly brought on by john mulaney's character). the characters are all very well developed and fleshed out (everyone has backstories for example), many of them get satisfying archs. on the technical side, this film is incredibly animated and every frame looks gorgeous. it has a unique style on the animation that really makes this movie its own, and it doesn't feel like a rip-off of spider verse to me at all. there's a ton of detail and symbolism to analyze with this film as well, especially in the battle scenes between puss and the wolf, which have a ton of interesting details and moves (as far as a cat vs a wolf goes).i always complain about finales in animated movies being underwhelming, but this movie had an amazing finale that is not too short or too long, has some amazing battles, character archs, and satisfying moments (also the setpiece they use is awesome)this movie is great for kids and adults. it's just that good."
"932","puss n boots","masonsaul",2023-02-07,10," superb sequel
","puss in boots: the last wish is a sequel that wasn't asked for but that just makes it's surprisingly high quality all the better, a sequel that far exceeds the enjoyable original with a mature story about rejecting the fear of death and accepting that life is special because of its mortality.you can tell that antonio banderas loves playing this character a lot and it absolutely comes across in his voice acting. he never sounds like he's phoning it in once and still has all the charisma and energy of the character after all these years.salma hayek also has just as much energy and charm this time around and has a very natural chemistry with banderas. harvey guillen could've easily become annoying with his endless optimism but that never happens and he's just so lovable and pure.wagner moura is note perfect with an all time great animated villain whose threatening voice acting matches his characters visual look so well and is able to bring new life to a film that's already so alive whenever he's on screen.joel crawford's direction is amazing, the action sequences are so inventive and fun to watch and the lower frame rate makes them even better. the animation itself is absolutely gorgeous, so much better than what came before with a vibrancy that stuns from beginning to end as an oil painting come to life."
"933","puss n boots","rectangular_businessman",2023-04-29,8," the best dreamworks film in a long time
","you know, i was a bit skeptical at first, considering that it seemed nothing else could be done with the shrek franchise by this point.suprisingly enough, this movie turned out to be a very enjoyable experience, mostly due its gorgeous visual style, featuring the most splendid animation any dreamworks film had since rise of the guardians.a pretty fun and enjoyable adventure film for the whole family, with an effective balance between wacky cartoonish comedy and emotional pathos.my only complaint is the somewhat forced ""sequel hook"" at end, but it seems that every movie nowadays must be some part of ""cinematic universe"" where nothing ever ends.remember that it was the excessive milking of the shrek franchise what caused people getting sick of said character on the first place.still, a pretty solid film nonetheless."
"934","puss n boots","xkgdsrd",2022-12-23,10," watch out, disney
","i can't believe how much i loved this movie, the animation, the script, the characters, the story, even the music, everything about this film is oscar worthy. yes, it's really that good. it's hard to believe this is a sequel to a spin-off from a franchise that already had so many movies, this film blows all of them out of the water. yes, this movie is better than shrek, just do yourself a favor and watch the film in theaters while it lasts, you will not regret seeing this style of animation on the big screen. my only complaint is john mulaney was sort of distracting as a voice, i couldn't focus on the character because of the voice."
"935","puss n boots","cinema-reviewer321",2023-01-08,10," the legendary puss in boots
","i have seen good movies in the year of 2022, but puss in boots: the last wish (2022) is by far the best animated movie of 2022 and is my favorite movie from that year. also, it is the best movie in the shrek franchise.the voice cast is great; antonio banderas as puss in boots was great, salma hayek was great, and harvey guillén as perrito was great because they are good characters, and they are funny. florence pugh as goldilocks, olivia colman as mama bear, ray winstone as papa bear, and samson kayo as baby bear were funny, and they were also good characters.there is this wolf villain in the movie that is legit creepy, was such a cool character. he does certain things that makes him a great villain for puss in boots to go against, and he is voiced by wagner moura who has a great voice for this character.the animation is beautiful in this movie; it has amazing action scenes, pretty scenery, and imaginable locations that look great in this animation style. the movie is also creative in how it uses fairytale locations and items from those stories, which is what makes another villain character voiced by john mulaney funny to watch.the movie has a simple plot but does it in a creative way with great characters, and some little references to shrek. what i especially loved was how puss in boots starts laughing in the face of danger, but because he is on his last life, he starts getting scared and starts thinking about what he has done with his earlier lives and how spent them.i had a fun time with puss in boots: the last wish (2022); it has fantastic animation, it was funny, it has great characters, it has great emotional moments, and there are great action scenes. i highly recommend checking this movie out because you will have gun with it, and i am excited to see this movie again when i get the chance."
"936","puss n boots","jakebunker",2023-07-08,10," believe the hype
","this is the best animated feature since into the spider-verse, and probably better than toy story 4 and soul. i don't find many movies rewatchable nowadays and this is one of the few. not only is it a visual masterpiece (huge credit to the animators, well done!) but from a critical standpoint is has extremely well done characters, an engaging and relatable story, and takes very bold actions that will leave animation-lovers stunned for years to come. spoilers would be ruining an experience that you simply must witness for yourself, so what are you waiting for? believe the hype, go watch it if you haven't already! 9.5/10 but imma round up.edit: i've given it a year and came back to it and it's just even better the second viewing. in my opinion this is dreamwork's greatest movie (especially if you take away the first 5 minutes), better than kung fu panda, how to train your dragon, even prince of egypt. also the only dreamworks movie that i think deserves a 10/10. it's one thing to make an actually good and compelling story but to be also very entertaining and engaging for everyone is another feat. the user ratings and critics ratings are way too low. most criticisms of the movie are, imo, flawed, non-existent or biased. i sincerely cannot recommend this movie enough."
"937","puss n boots","soumikbanerjee1996",2023-01-12,8," one darn good entertainer!
","this has caused quite a stir in recent days, and it's it safe to say that it eventually caught my interest. speaking for myself, i knew nothing about puss because i had never seen a single movie in the 'shrek' lineup, which sparked my curiosity even more.to prep for this allegedly wonderful sequel, i had to finish the first film first, which i did. i saw the first puss in boots movie this morning, but to my utter disappointment, it did not meet my expectations, and uncertainty worked its way in. i was worried about whether the sequel would live up to the hype.and i am pleased to report that it did. 'the last wish' may not be among the best films i have ever seen, but it is an interesting and enjoyable watch for sure.the visuals are absolutely gorgeous, the blend of two distinct animation art styles makes for an interesting cinematic experience, the score, too, sprinkled its fair share of magic, and on top of that, the characters are more fleshed out, unlike the last time, and the inclusion of 'perrito' and 'death' brought radical changes to the narrative, their mere presence made this more exciting."
"938","puss n boots","jaredkjacoby",2023-02-07,10," love it!
","after losing his eighth life to a bell falling on top of him, puss in boots is down to his last life. an encounter from a vicious bounty hunter with a frightening presence destroys his confidence and for the first time, he feels fear. after escaping by the skin of his teeth, he decides he is no longer worthy of the name puss in boots and begins life as an adopted cat. he learns about the dark forest where someone can make a wish on the wishing star. with this in mind, the crafty feline returns to adventure to get his lives back.a little late to review this movie, but i still caught it in theaters. i knew from the trailer that this would be a cool movie. at first, i was wondering why dreamworks is creating another puss in boots movie. it feels weird to make a sequel to a spin-off that came out over a decade ago. as someone who has not watched the original puss in boots, i do not think you need to watch the original to get what is going on here aside from maybe puss' relationship with kitty softpaws. with that said, let me tell you how good this movie is!puss in boots: the last wish is everything i love about animated films. first of all, the animation looks absolutely stunning. the movie has probably the best animation from a cgi film i have ever seen. not only do the movement and expressions look smooth and crisp, the cinematography and imagery looks amazing and memorable too. there are many awesome shots in this film such as a shot of puss staring in the eyes of death. these shots strengthen the emotional moments and even some of the funny moments as well. every shot in this movie looks awesome. the animation really shows its fluidity in the action scenes. this movie has better action than 90% percent of the live-action blockbusters out there. the set pieces are so dynamic and entertaining that there is not a boring moment in the film. the opening set piece sets the tone for the entire movie and from that point forward, i knew i was in for a ride. the soundtrack is awesome too from the catchy score to the fun opening song for puss in boots.fantastic visuals aside, the story is memorable too. this movie pushes its pg rating. there is blood, cursing and dark themes that may frighten younger viewers. the story is about how puss is reacting to the idea that he is on deaths door. if he dies one more time, he will be gone forever. this is a movie where we see one of the coolest and most confident characters in animation lose his confidence. with that, he has a character arc that gives him depths and flaws that are relatable so even when he does something kind of selfish, you can still sympathize with his motivations. this movie has a lot of stylish action and funny jokes, but the scenes revolving around the wolf ramp up the dark tone of the movie. it never loses its sense of humor and this is one funny movie. i love the snarky dialogue, perrito gets one scene with goldilocks and the three bears that steals the show comedy wise. this movie has the perfect mix of comedy, action, drama and emotional moments to make it stand out.in addition to a great story, the cast of characters are memorable too. puss is at his best. he is the same awesome and adorable character from shrek, but he is given a lot of vulnerability here. he starts out as this arrogant, but powerful guy who can take down giants, but when he sees that death is coming for him, you can see how it shakes him to the core. his friends kitty softpaws and especially perrito are great characters too. perrito seems like the guy that would annoy everyone, but he is a great support character who is hilarious and just plain adorable. he is also surprisingly aware of emotions. there is one scene with him and puss that warmed my heart.as for the antagonists, the wolf is one of my favorite antagonists in an animated film. he has a badass voice, he completely changes the tone of the movie and he wipes out puss' bravado entirely and reduces him to a frightened cat. he is also a great fighter, but it is his presence, voice, dialogue and whistle that make him truly memorable. kids might have nightmares because of him. goldilocks and the three bears are fun anti-villains that have a sweet bond with each other. then there is the gluttonous scumbag jack horner. this is the character the writers decided to just make as hilariously hatable and disgusting as possible. they make no attempt to give this guy any sympathetic trait and i love it. we need more outright terrible people in new animated films. he is a funny villain with how unapologetic he is towards his minions, but you will be actively rooting for this character's demise.every single character in this film is memorable to a degree. it helps that the voice acting in this movie is excellent with antonio banderas as puss, salma hayek as kitty, harvey gullén as perrito, john mulaney as jack horner and especially wagner moura as the wolf. moura might have one of the best voices for a villain in animation i have seen in a while. each person brings their character to life in this movie. i can see any main character here being someone's favorite in the movie. that is how you know that you have a great cast.there is not a dull moment in this movie. puss in boots: the last wish is everything i love about animation and more. i did not expect a movie like this to be that great, but when i saw the trailers with the gorgeous animation, i knew this movie was going to be a ride. i did not expect it to become one of my favorite films of 2022, but it definitely. i really hope it wins best animated feature at the academy awards this year. dreamworks deserves this one. check it out as soon as you can."
"939","puss n boots","the_lion_guard_88",2022-12-22,10," the best animated movie of 2022!
","this movie was a blast!!saw it in the theatre the day it came out and i loved it!even if there was a change in animation (which the one in the 2011 one had more detail), this one still had the spark to a good plotthe audacity between the wolf and puss throughout the movie gave it the ""thriller"" theme somewhat but it was amazing, i am a horror fan and loved that, anytime i see two red glowing dots, i think of the wolfamazing story, plot, characters, animation, everything, same how i felt with the 2011 version, the 2011 version was the first movie i saw in the movie theatre (i was 4 years old) and it has been my favorite dreamworks movie ever since, but now this and the 2011 puss in boots is tied for my favoritesthis is by far the best movie made in 2022! amazing job to the dreamworks team for making such an amazing movie!"
"940","puss n boots","moviewarfare",2023-01-14,9," puss in boots: into the shrekverse
","puss in boots: the last wish is the sixth entry in the shrek franchise and a sequel to the spinoff film from over a decade ago. all the writings on the wall screamed cash grab and milking a franchise. yet somehow this movie ended up being an absolute blast to watch!the animation is stylistic, vibrant and gorgeous with animation that is inspired by the spiderverse movies. every frame is whacky and creative! the story is also wonderfully done despite the short runtime. it gives a very poignant and meaningful message to the audience. what surprised me the most though was the action scenes! dreamwork didn't need to go that hard but wow those action scenes are choreographed so well!i don't like milking a franchise for over 20 years but this film gives me slight hope that the next entry might be worth watching."
"941","puss n boots","pabloliva",2023-08-26,10," outstanding story
","in a time where movie plots are increasingly trite and unimaginative, one of the best scripts of the year comes in this story.each character is fantastically developed, the tale being told is excellent, the animation is gorgeous. antonio banderas absolutely nails the voice acting, but he's joined by a fantastic cast, each one delivering a great performance.the beginning might be a bit off-putting, but after the first 20 minutes this movie finds its stride and just keeps on delivering until the credits finish rolling.my kudos to dreamworks for not going with an easy cash grab, and instead taking their time to deliver some of their greatest work."
"942","puss n boots","josemigu",2022-12-11,9," it's better than original
","puss in boots the last wish improves considerably on its predecessor, with spectacular animation and a plot worthy of the franchise.the animation looks incredible in the action and chase sequences, the effort put into the film is noticeable, the same applies to the soundtrack that perfectly accompanies every moment of the movie. antonio banderas performs a good performance giving emotional and funny moments.i am glad that dreamworks have rescued this project and have given it a facelift for this time, providing an entertaining movie for both children and adults.i love this movie and i can't wait for the moment to see it again."
"943","puss n boots","feastmode",2024-01-11,9," great writing ftw
","i'm dumbfounded. i had no interest in watching this. i hadn't seen the first one or any of the shrek movies. then nearly every youtube reviewer i follow had it on their top 10 movies of the year list. so i reluctantly added it to my watch list. a year later, i finally watch it.how is this so good? i was fully locked in from the opening shot to the end credits. great writing. stunning animation. amazing action scenes that remind me of a combination of anime and spider-verse.and of course, this movie is hilarious. one scene involving jack horner and the ethical bug had me crying. i watched it four times, tears all over my face.what else? great characters with arcs, even with side characters. lots of cool new ideas involving the pathway to the star, which is then used to create innovative action sequences. it makes it feel so original.i had an absolute blast with this movie. entertaining to the max.(1 viewing, 1/10/2024)"
"944","puss n boots","timeblank",2022-12-25,10," gave me a great experience
","animation movies usually are comedic and does not treat itself seriously. however, this move surprised me. it gave the characters a story and took it to the next level. puss and boots has used up 8 of his 9 lives. the wolf who looks like death is truly a terrifying character that made puss and boots really scared of death. i love everything in this movie. goldilocks is looking for a family, kitty softpaws looking for true love, perro is looking for friends, and jack horner is looking for power.the animation style is very well done and looks absolutely stunning. i love this movie and i would watch it again and again. what a great way to end 2022."
"945","puss n boots","gaheheg",2023-03-21,10," a dreamworks masterpiece
","do you like anime, because i do, and by god is this the most anime-like american animated movie i've seen. the way it does smooth action and atmosphere as well as intricate character moments reminds me a lot of series i've watched with a lot more detail and time. not only do the messages and themes resonate, but the portrayals are done surprisingly well of things like anxiety, fear of death, etc etc. i know that animated children's movies can execute these well, but this takes it to another level for me while having exhilarating anime-like fight scenes. they're on another level for something out of dreamworks, compare it to the shrek scene where he's fighting some of farquad's goons and it's like night and day. anyways, give this a watch, one of the best animated films in a fat minute."
"946","puss n boots","ops-52535",2023-01-10,10," decent...
","is a large understatement when reviewing ''puss in boots 2'', because this was a marvel of animation techniques, a pepperspray full of rainbowlike colours from start to end, and a story that accelerate from a dim start of reminisence into a progressive eroticlike cataclysm of sound and vivid visioned story that engulfed most of the tom and jerry language spheres children fairytail caracters in its well filled bossom of fanatic fantastic fantasia of animation. include the voice acts, the musical score and the insanely well done job made by the colourasation crew, this will stimulate your medula oblongata into a feverish climax that youll dwell over for a long time.the gibberish grumpy old man saw this 3 times on our last family night after x-mas holiday season, with my wife and each of my adult children, and the jury said...perfect... bravissimo, maybe a dacapo in 20 years, just to forget the caracters again as the years fade by."
"947","puss n boots","superpuckman",2022-12-22,10," actually a fantastic movie!
","after experiencing it on the big screen, i can say without a doubt that this movie crushes any and all other movies released this year, with the exception of the bad guys of course. this movie showed me that there is still hope in animation and dreamworks in general, it's an experience waiting to happen, don't miss out! for you will definitely want to see this movie, the characters, the animation, the art style, and of course the story was truly remarkable! even most of the jokes are good. please if you are still considering it, watch this movie! it's a must watch, you and your friends will enjoy it."
"948","puss n boots","lojitsu",2023-04-05,8," like zorro and pirated of the caribbean had a cartoon baby.
","here's the 4k lowedown on ""puss in boots: the last wish"" (pg - 2022 - blu)
genre: animated/familymy score: 7.9
cast=10 acting=7 plot=8 ending=8 story=8
art=8 voice=9 music=5 family=9 funny=7when puss discovers that he has burned through eight of his nine lives, he launches an epic journey to restore them by finding the mythical last wish.""i know i can never defeat you, lobo...but i will never stop fighting for this life."" i liked this...it felt like zorro and pirates of the caribbean had a cartoon baby. the artwork was done two different ways...one being your conventional dreamworks stuff and when the fight scenes started it was all of a sudden into the spiderverse. this film from the shrek franchise is worth a watch for sure."
"949","puss n boots","pixrox1",2023-01-04,9," ""i'll get you, my p-r-e-t-t-i-e-s, and your . . . ""
",""" . . . little dog, too"" big jack h-o-r-n-e-r quotes the wicked witch of the west from the wizard of oz. just as in that 1900's feature film, the team of spotlit characters in puss in boots: the last wish learn that they do not need ruby red slippers or a witch's magic spells to find their rightful home and family. as with the quartet of dorothy gale, the scare-raven, tin man and cowardly lion, the title character, along with kitty and the tag-along sock mutt, learn that they've had the key to contentment within easy reach all along. for a sequel, this story seems very fresh and imaginative, providing a new spin on several classic storybook creatures in a very provocative and entertaining manner."
"950","puss n boots","robfollower",2022-12-26,8," a rousing animated gem.
","it may seem like puss in boots: the last wish pointless ridiculous film on the surface ..... but there is a lot to like about this animated dreamworks film; the movie delivers on several levels making it worth your time seeking out . i am praising the overall aesthetic. the animation is more advanced, the movie looked like it was a fairy tale painting. takes advantage of modern cg technologies lovingly paired with more traditional 2d techniques. in the opening, the film uses more hand-drawn techniques like your yesteryear cartoons . and as it progresses the technique harnessed new advancements in cg technology to reintroduce this fairy tale world in new and refreshing way.....it is quite the spectacle to witness and in 3d to boot !!! not the same old cg. in the animation, they actually took off motion blur so that it frames stutters . i have actually never seen animation technique like this before ! really made this fantastical hybrid.puss in boots: the last wish mashed up a spaghetti western with a fairy tale, so you get those beautiful western compositions and staging opportunities, but then you get these fantastical locations born out of your imagination.puss in boots discovers that his passion for adventure has taken its toll: he has burnt through eight of his nine lives. puss sets out on an epic journey to find the mythical last wish and restore his nine lives.and the movie is all brought to life with a cast full of oscar nominated and winner actors; it makes all the sense in the world when you've got an entire universe populated by iconic fairy tale characters like goldilocks (florence pugh), the three bears (olivia colman, ray winstone, and samson kayo), the big bad wolf (wagner moura), little jack horner (john mulaney), and even puss himself (antonio banderas).this is a ""must-see"" for all. there are so many takeaways. this movie kept me wanting more. it was great to see all the fairy tale characters in play wanting something they already possessed, needing to appreciate the moment--learning to be mindful of what we already have around us everyday. it's equal parts exciting and hilarious as well as earnest. puss in boots: the last wish mixes stunning animation with a poignant, surprisingly mature story . 8/10."
"951","puss n boots","cricketbat",2023-03-18,8," far better than it had the right to be
","puss in boots: the last wish is far better than it had the right to be. this is the sixth movie in the shrek franchise. it's a sequel to a spin-off. and yet i found myself laughing more than i have since shrek 2. the animation is vibrant & colorful, and the action sequences are highly energetic. it's obvious that the animators took good notes while watching spider-man: into the spider-verse. antonio banderas and salma hayek pinault do a good job, as per usual, but newcomers harvey guillén, florence pugh, and john mulaney gave memorable performances, as well. it seems that puss really is a legend."
"952","puss n boots","zohaib_author",2023-08-02,9," purely nostalgic
","i've been a fan of puss in boots ever since i saw the first movie in 2011. i love his charm, his wit, and his badassery. so when i heard that there was going to be a new puss in boots movie, i was beyond excited.ah, puss in boots, the last wish movie - a nostalgic journey that whisked me back to a time when my biggest concern was deciding between chocolate or vanilla ice cream. with its witty charm and swashbuckling feline hero, this film felt like a warm hug from my childhood, complete with a sprinkle of grown-up humor.as the screen came alive with the mischievous adventures of puss, i couldn't help but chuckle at his charismatic swagger. that confident strut and those pleading eyes - i must admit, i almost believed i could pull off wearing a hat like that without looking utterly ridiculous. almost.the tale unfolds with all the whimsy of a fairy tale, complete with a daring quest and an oh-so-noble motive - the last wish. now, i've never met a talking cat in real life (although i've had my suspicions about mr. whiskers next door), but puss's banter with his furry and cute companions had me in stitches. it's like the avengers, but with furballs. genius.puss in boots: the last wish did not disappoint. it was everything i wanted it to be and more. the animation was beautiful, the story was engaging, and the humor was on point. but what really made the movie for me was the heart.this movie is a love letter to puss in boots and his fans. it's a story about a cat who is coming to terms with his mortality. it's a story about friendship, love, and finding your purpose in life. and it's a story that will stay with me long after i've seen it.i'm not going to lie, there were a few moments when i teared up. but it was the good kind of tears. the kind of tears that come from being deeply moved by a story.if you're a fan of puss in boots, then you need to see this movie. it's a must-see for any fan of animation, adventure, or heartwarming stories."
"953","puss n boots","aaravawasthi",2023-07-15,10," ""remember, death comes for us all.""
","this movie... is the best movie that came out in 2022! where to begin?animation: the animation is brilliant and fantastic, with robust movements and amazing lighting. the combination of 3d movements and 2d swift animations is a truly robust combination that i personally loved. some scenes have truly stunning animations.storyline: the storyline is absolutely brilliant. there are no words to describe how amazing it is. if i explained anything, i would be spoiling the fantastic story here and there. you will get hooked into the movie in 10 minutes. very hooked, wanting to know whatever happens next.characters: very nice characters, amazing how they all interact with each other- especially puss's sidekick: perrito, a small cute dog. and also, get ready to meet the greatest fiction villain in this movie.the only drawbacks i have is that the trip to the dark forest at the beginning is a bit rushed, and the lead-up to the end is also very rushed. but the characters and combinations of everything (watch out for the wolf) really makes this movie worthwhile- definitely top 5 best movies i have ever seen.the wolf is the best character i've seen in a decade across the movie-verse.your last wish should be to watch this movie! it's pure amazing. :)"
"954","puss n boots","jakubpap",2022-12-24,10," a fantastic movie
","stunning animation, heartfelt story, beautiful music and most importantly, there was true passion. you can really tell someone wanted to make this movie.the fun moments were heartwarming, the scary moments were truly suspenseful and the action was incredibly fluid.there are some negatives, mainly regarding the villians, but they are very minor compared to the overwhelming positives.the main message of the movie is as beautiful as the animation, you have one life, don't spend it doing frivolous things, find people you can love and trust, embrace them with all you got, because death comes for us all one day and you don't want to face it alone.just watch this movie."
"955","puss n boots","wrigco",2023-07-23,10," thrilled to bits!
","i absolutely looooved this movie! the character animations are just outstanding and i wish they would make more movies like this one. i certainly hope there is another sequel in the works.i think this might even be an improvement on the first one and i loved that one too. antonio banderas is just perfect as usual and salma hayek as his swashbuckling love interest adds extra spark. ""death"" in the form of the big bad wolf is just too dark and believable. i loved the tie-ins with other nursery rhyme characters and fairy tales. goldilocks and the three bears and little jack horner as the now adult baddie, big jack horner, who gets his ultimate comeuppance are excellent, plus a few others thrown in here and there. it was fun identifying them.the film was funny with a ""message"" without being cloying and over sentimental. kids might find some of it scary, perhaps, but i can't imagine my younger self not being thoroughly delighted with it!i actually can't remember when last i enjoyed a movie this much!"
"956","puss n boots","katiebakedbeanz",2023-10-02,9," wow wow wow - had my whole family on the edge of our seats
","i figured i'd rent this for a fun weekday family movie. hadn't read any reviews just hopped into itwe were not expecting it to be that.my kids 13 & 8 were immediately enamoured with it and the story left nothing wanting for me and their dad whatsoever.#teamfriendship 100%death is legitimately one of the scariest characters in a kids movie, possibly ever. when puss has his hairs stand up, i think mine did too.damn that wolf creepy.my 8 year old was laughing, crying, hiding, and full of adrenaline. my 13 year old (who normally is the most difficult to entertain) was laughing at everything.what a fantastic movie.and that's not even mentioning the amazing animation that's been applied here..the only only reason that this is a 9 and not a 10 is because i feel like we needed more death.i would also say probably not one for smaller kids."
"957","puss n boots","t_n_g_s",2023-07-09,9," a huge upgrade
","don't get me wrong, i liked the first movie a lot but i had issues with it. humpty dumpty is one of the most confusing and dumb villains ever in dreamworks history, and kitty didn't felt like her own character and she was rendered a bit pathetically. however fortunately the last wish doesn't have those problems. kitty actually felt like her own character with her own choices and the villain is a huge improvement over humpty dumpty. instead of the confusing story we got, death was excellent. he was absolutely terrifying and a fitting antagonist for puss for about death. but the overall villain was jack horner and just like any other good villains, he was actively threatening, and a good story to back it up. the first had great action but this had a great great action if you know what i mean. only the kung fu panda and spider verse movies beat this in action. i particularly liked the climactic final duel between puss and death, it's such a creative battle and colorful as well. speaking of colorful, it was a wise move to adopt to the comic style animation instead of rest of the shrek franchise with realistic 3d animation. and one more praise are the messages, the first barely had a message to begin with because the message was bogged down by the confusing plot involving humpty. however the message was well and clearly told during this film because of family trope. goldie ended up appreciating her current family and puss himself ended up appreciating his friends and kitty instead of glory and fame which is a pretty strong message.however i just have one complaint. wasn't kitty and puss madly in love at the end of the first movie? i felt like they did it all over again and puss's arch in the first 30mins was a bit confusing which holds it back from becoming my 2nd favorite dreamworks film and a 10/10
overall score: 9.8/10
the first movie's score: 8.4/10."
"958","puss n boots","oktay_tuna",2023-01-12,9," a strange comparison(with breaking bad) and then some
","in the shrek movies, puss in boots was a very likable character. i think it is safe to assume that most of the people who love shrek (specifically shrek 2) also enjoy seeing puss in boots. it is enjoyable to watch him, doesn't interfere much with the themes of movies but has funny scenes and great action. as i was thinking of these things, i realized something. he is just like saul goodman from breaking bad. saul goodman is a great character in breaking bad. he is great in scenes he is in and is so fun to watch but he isn't much of a character. then better call saul came and saul goodman (jimmy mcgill) became as complex as (if not more) walter. first puss in boots movie wasn't like that for puss. it was more of the same in shrek movies. this movie delivers the character puss in boots desperately needed and then some. his arc in this movie is amazing and in a perfect world, the script of this movie would get an adapted screenplay nomination at the oscars this year (considering the fact that the competition in the adapted screenplay category is nonexistent).death is an amazing villain. having shorter screen time than most characters makes him an even better character. again another comparison to better call saul, death is like lalo salamanca. lalo also doesn't have a big screen time in the six seasons of the show, but he is easily one of the most memorable characters. death is always there, back in the audience's mind, and just when you forget that he exists, he returns. his whistle, his charisma... brilliant!puss and kitty's storyline and conflict are very complex when you remember that this is an animated movie mostly targeted at kids. the themes of legacy, the meaning of life, and the fear of attachment are very refreshing to see in an animated movie again. the addition of perrito creates a great contrast between him and puss and i would even go further to say that it can even spark some philosophical discussions about which way to live is better for you. legacy or living a life where you are comfortable with your family.i loved the additions of the three bears and goldilocks. their storyline was also fairly interesting to see progress but its pacing could have been better, which makes them the weakest links of the film which is a d**n good weak link if you ask me. the character of jack horner. he has very funny moments and is very interesting to see a villain who is truly deeply villainous with no point of return in an animated movie. the conscience bug thing was also interesting to see unfold.the animation and action scenes are superb. especially the ones with death. death is so good that i can't believe it. there are many jokes that land, songs that are fun and most importantly the movie structurally works. it just works. with this many characters, with this many plotlines, with this many detours, you might think that it is impossible to tie this in a great package. but they do. when this movie is at its worst, it is decent but when it is at its best it is one of the best-animated movies, ever.where did this movie come from? i would have wanted to be a kid when i first watched this movie. i would have been scared but i would have loved it. then i would have watched it again, sometime. and then again. it would have created nostalgia and at my age today when i would have looked back i would have said, ""it is not the best-animated movie ever, but it is my favorite animated movie ever."" because it would have been. what more can i say?"
